,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
19,11.3,Blue,lucian,seraphine,camille,udyr,renekton,thresh,kaisa,lillia,xayah,rell,rell,nautilus,irelia,gnar,zoe,sett,ryze,aatrox,galio,fiora
20,11.3,Red,seraphine,renekton,thresh,lucian,zoe,camille,lillia,kaisa,gragas,jayce,jayce,udyr,xayah,syndra,tristana,irelia,orianna,samira,gnar,malphite
21,11.3,Blue,seraphine,camille,lillia,renekton,thresh,sett,rell,udyr,alistar,gragas,gragas,xayah,tristana,azir,lucian,zoe,orianna,drmundo,ryze,gnar
22,11.3,Blue,camille,thresh,renekton,kaisa,sett,rell,seraphine,lillia,tristana,senna,senna,blitzcrank,azir,malphite,maokai,gnar,gragas,sion,cassiopeia,lucian
23,11.3,Blue,zoe,renekton,thresh,camille,lillia,udyr,rell,kaisa,graves,xayah,xayah,leona,lucian,azir,tristana,sylas,gnar,malphite,sett,viktor
24,11.3,Blue,seraphine,renekton,olaf,camille,udyr,nocturne,rell,kaisa,alistar,nidalee,nidalee,gnar,jayce,lillia,irelia,azir,kayn,gangplank,rumble,orianna
25,11.3,Blue,renekton,olaf,camille,seraphine,nocturne,lillia,rell,kaisa,udyr,tristana,tristana,gnar,irelia,orianna,wukong,galio,syndra,azir,malphite,leona
26,11.3,Blue,seraphine,renekton,olaf,thresh,udyr,camille,kaisa,rell,lillia,gnar,gnar,xayah,galio,irelia,azir,wukong,akali,syndra,leona,lucian
27,11.3,Red,none,renekton,none,kaisa,none,rell,sett,camille,galio,gragas,gragas,nocturne,seraphine,vayne,gnar,tristana,xayah,olaf,syndra,viktor
28,11.3,Blue,renekton,thresh,olaf,lillia,sett,rell,kaisa,samira,udyr,nocturne,nocturne,malphite,galio,rakan,twistedfate,seraphine,leona,shen,azir,ekko
29,11.3,Blue,jayce,seraphine,lucian,kaisa,syndra,xayah,udyr,samira,rell,thresh,thresh,camille,renekton,lillia,mordekaiser,olaf,hecarim,gnar,galio,kennen
30,11.3,Red,seraphine,lucian,galio,jayce,rell,syndra,kaisa,xayah,udyr,tristana,tristana,irelia,lillia,kennen,renekton,mordekaiser,rakan,leona,camille,gnar
31,11.3,Red,jayce,seraphine,lucian,kaisa,syndra,galio,udyr,samira,rell,alistar,alistar,irelia,xayah,lillia,missfortune,nidalee,hecarim,darius,azir,viktor
32,11.2,Blue,zoe,malphite,lillia,sett,samira,rell,kaisa,aphelios,gragas,taliyah,taliyah,graves,nautilus,thresh,leona,syndra,galio,tristana,alistar,viktor
33,11.2,Red,rell,kaisa,sett,samira,malphite,lillia,gnar,renekton,taliyah,aphelios,aphelios,xayah,thresh,leona,zoe,seraphine,alistar,gragas,jayce,wukong
34,11.2,Red,sett,thresh,camille,zoe,irelia,rell,udyr,lillia,kaisa,syndra,syndra,renekton,wukong,ekko,gragas,jayce,gnar,leona,karma,nautilus
35,11.2,Red,thresh,sett,zoe,rell,syndra,camille,lillia,udyr,kaisa,renekton,renekton,azir,irelia,gnar,aatrox,wukong,gragas,leona,ekko,galio
36,11.2,Red,sett,thresh,irelia,rell,camille,zoe,olaf,lillia,kaisa,galio,galio,renekton,azir,shen,syndra,pantheon,leona,orianna,gnar,lucian
37,11.2,Blue,taliyah,lillia,zoe,rell,camille,olaf,kaisa,renekton,thresh,gnar,gnar,aphelios,udyr,gragas,galio,nidalee,graves,syndra,skarner,ryze
38,11.2,Red,renekton,kaisa,galio,zoe,olaf,camille,lillia,samira,rell,sett,sett,jayce,irelia,nidalee,wukong,gragas,hecarim,gnar,thresh,syndra
39,11.2,Blue,seraphine,azir,gnar,xayah,udyr,olaf,rell,camille,galio,vladimir,vladimir,senna,lillia,twistedfate,graves,hecarim,renekton,viktor,kayn,taliyah
40,11.2,Blue,olaf,seraphine,azir,gnar,camille,udyr,rell,kaisa,gragas,xayah,xayah,lillia,twistedfate,renekton,orianna,yone,aatrox,irelia,galio,wukong
41,11.2,Blue,seraphine,rell,gnar,udyr,twistedfate,thresh,olaf,kaisa,camille,galio,galio,alistar,rakan,lillia,renekton,taliyah,kayn,vladimir,azir,ekko
42,11.2,Red,zoe,camille,thresh,rell,tristana,sett,renekton,lillia,kaisa,samira,samira,leona,galio,lucian,alistar,jayce,gnar,gragas,malphite,viktor
43,11.2,Red,camille,zoe,renekton,olaf,rell,thresh,seraphine,lillia,samira,senna,senna,sett,tahmkench,jayce,pantheon,gnar,gragas,wukong,orianna,malphite
44,11.2,Red,zoe,camille,seraphine,renekton,olaf,rell,kaisa,lillia,thresh,sett,sett,aphelios,malphite,gnar,irelia,lucian,gragas,aatrox,rumble,tristana
45,11.2,Blue,olaf,lillia,gnar,rell,zoe,kaisa,renekton,nidalee,samira,sett,sett,alistar,vayne,kennen,kalista,volibear,ornn,galio,xayah,lucian
46,11.2,Red,lillia,olaf,rell,gnar,thresh,seraphine,nidalee,renekton,kaisa,volibear,volibear,udyr,alistar,leona,galio,sett,nautilus,braum,zoe,syndra
47,11.2,Red,zoe,lillia,renekton,kaisa,nidalee,rell,udyr,aphelios,gnar,samira,samira,olaf,leona,thresh,alistar,syndra,seraphine,nautilus,viktor,galio
48,11.1,Blue,sett,lucian,olaf,akali,pantheon,lillia,kaisa,urgot,udyr,galio,galio,kalista,nidalee,rell,gragas,seraphine,azir,skarner,syndra,malphite
49,11.1,Red,lucian,olaf,akali,camille,lillia,pantheon,udyr,kaisa,gragas,rell,rell,sett,syndra,tristana,galio,jayce,gnar,kennen,viktor,yasuo
50,11.1,Blue,akali,udyr,camille,olaf,graves,lillia,pantheon,kaisa,gnar,orianna,orianna,rell,alistar,yone,leona,nidalee,azir,rakan,gragas,kayn
51,11.1,Blue,orianna,akali,lillia,camille,udyr,pantheon,seraphine,olaf,kaisa,xayah,xayah,zoe,syndra,rell,gnar,nautilus,renekton,ornn,viktor,sett
52,11.1,Blue,akali,pantheon,camille,udyr,gnar,olaf,lillia,kaisa,seraphine,renekton,renekton,gragas,xayah,yone,aphelios,syndra,graves,samira,rell,alistar
53,11.1,Red,taliyah,akali,gragas,lucian,kaisa,pantheon,sett,samira,renekton,tristana,tristana,malphite,syndra,rell,sylas,alistar,lillia,galio,udyr,leona
54,11.1,Blue,akali,sett,lucian,taliyah,pantheon,gragas,kaisa,renekton,lillia,gnar,gnar,samira,rell,leona,syndra,tristana,alistar,zoe,galio,viktor
55,11.1,Blue,camille,zoe,aphelios,samira,olaf,lucian,kaisa,lillia,pantheon,nidalee,nidalee,renekton,sett,missfortune,rell,syndra,senna,nautilus,jayce,orianna
56,11.1,Blue,zoe,camille,samira,olaf,lucian,aphelios,kaisa,gnar,udyr,sett,sett,xayah,irelia,rell,jayce,leona,pantheon,renekton,syndra,twistedfate
57,11.1,Blue,camille,zoe,aphelios,samira,olaf,lucian,kaisa,udyr,rell,gnar,gnar,xayah,pantheon,jayce,sett,irelia,renekton,viktor,alistar,azir
58,11.1,Blue,lucian,udyr,camille,kaisa,taliyah,olaf,lillia,thresh,xayah,renekton,renekton,gnar,samira,akali,seraphine,yone,graves,missfortune,leona,twistedfate
59,11.1,Red,zoe,olaf,rell,lucian,pantheon,renekton,lillia,udyr,kaisa,gnar,gnar,orianna,galio,malphite,leona,kennen,camille,sett,akali,seraphine
60,11.1,Red,lucian,alistar,camille,olaf,taliyah,kaisa,xayah,lillia,renekton,orianna,orianna,sett,gnar,kalista,malphite,samira,jhin,kennen,thresh,zoe
61,11.1,Blue,akali,pantheon,camille,renekton,olaf,lucian,kaisa,aphelios,lillia,gragas,gragas,galio,aatrox,thresh,irelia,leona,gnar,malphite,rell,seraphine
62,11.1,Red,renekton,akali,sett,pantheon,lucian,kaisa,olaf,camille,samira,seraphine,seraphine,lillia,zoe,alistar,kennen,rell,galio,mordekaiser,syndra,leona
63,11.1,Red,galio,pantheon,seraphine,olaf,udyr,graves,kaisa,thresh,aphelios,renekton,renekton,ornn,taliyah,lillia,nidalee,twistedfate,orianna,syndra,gragas,kayn
64,11.1,Blue,thresh,seraphine,olaf,pantheon,renekton,hecarim,kaisa,samira,graves,galio,galio,zoe,twistedfate,alistar,camille,rell,leona,kalista,akali,malphite
65,11.1,Blue,galio,pantheon,seraphine,sett,hecarim,olaf,graves,taliyah,renekton,thresh,thresh,twistedfate,ornn,kaisa,gnar,samira,ashe,zoe,gragas,leona
66,11.1,Red,renekton,samira,lillia,akali,nidalee,olaf,pantheon,gnar,graves,camille,camille,aphelios,draven,thresh,lucian,syndra,galio,kaisa,twistedfate,zoe
67,11.1,Blue,akali,renekton,camille,lillia,nidalee,pantheon,samira,taliyah,kaisa,gnar,gnar,galio,olaf,yone,graves,ekko,wukong,leesin,syndra,orianna
68,11.1,Blue,renekton,samira,lillia,camille,nidalee,gnar,pantheon,sett,taliyah,akali,akali,missfortune,vladimir,aatrox,graves,jayce,ornn,olaf,zoe,lucian
69,11.1,Red,taliyah,camille,lucian,olaf,lillia,pantheon,nidalee,kaisa,sett,aphelios,aphelios,gragas,rell,graves,leona,wukong,malphite,sylas,galio,jayce
70,11.1,Blue,camille,lucian,samira,taliyah,aphelios,pantheon,kaisa,xayah,nidalee,sett,sett,gragas,yone,twistedfate,gnar,irelia,orianna,rell,renekton,seraphine
71,11.1,Blue,thresh,seraphine,olaf,hecarim,renekton,pantheon,kaisa,lucian,galio,gnar,gnar,jayce,syndra,nidalee,viktor,samira,lillia,graves,twistedfate,jhin
72,11.1,Red,seraphine,pantheon,hecarim,thresh,taliyah,olaf,kaisa,xayah,galio,camille,camille,gnar,sett,syndra,twistedfate,viktor,lillia,leona,irelia,renekton
73,11.1,Red,thresh,pantheon,olaf,seraphine,renekton,hecarim,kaisa,samira,camille,gnar,gnar,lucian,syndra,nidalee,viktor,lillia,taliyah,udyr,orianna,leona
74,11.1,Blue,zoe,pantheon,akali,lucian,camille,taliyah,samira,kaisa,olaf,nidalee,nidalee,rakan,anivia,yone,galio,vladimir,twistedfate,viktor,gnar,wukong
75,11.1,Red,lucian,zoe,taliyah,akali,nidalee,rell,pantheon,camille,samira,thresh,thresh,gragas,sett,anivia,syndra,alistar,leona,vladimir,viktor,galio
76,11.1,Red,zoe,pantheon,thresh,lucian,akali,taliyah,graves,camille,samira,galio,galio,rell,anivia,lillia,sett,syndra,nidalee,viktor,malphite,sylas
77,11.1,Blue,nidalee,pantheon,renekton,thresh,graves,samira,olaf,kaisa,gnar,aphelios,aphelios,lillia,bard,sett,galio,alistar,gragas,nautilus,kennen,lucian
78,11.1,Red,thresh,olaf,renekton,akali,graves,pantheon,samira,nidalee,alistar,taliyah,taliyah,kaisa,syndra,gnar,galio,camille,orianna,irelia,aatrox,wukong
