,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
54,11.2,Blue,nidalee,twistedfate,gnar,zoe,udyr,olaf,renekton,kaisa,pantheon,rell,rell,lillia,syndra,alistar,samira,gragas,ornn,vayne,azir,thresh
55,11.2,Red,lillia,pantheon,taliyah,olaf,kaisa,seraphine,udyr,renekton,nidalee,tristana,tristana,rell,alistar,gangplank,leona,jayce,samira,gragas,azir,camille
56,11.2,Blue,seraphine,kaisa,camille,olaf,gnar,pantheon,renekton,taliyah,ornn,rell,rell,alistar,xayah,tristana,vayne,samira,sett,jhin,gangplank,kalista
57,11.2,Blue,taliyah,gnar,renekton,nidalee,zoe,pantheon,olaf,gragas,kaisa,rell,rell,udyr,twistedfate,alistar,azir,camille,orianna,rumble,galio,leona
58,11.2,Blue,taliyah,gnar,renekton,nidalee,zoe,pantheon,olaf,kaisa,graves,gragas,gragas,orianna,twistedfate,jayce,azir,camille,rell,thresh,syndra,aatrox
59,11.2,Red,udyr,nidalee,twistedfate,renekton,kaisa,samira,zoe,pantheon,orianna,leona,leona,gnar,jayce,thresh,ornn,senna,sett,sylas,xayah,ezreal
60,11.2,Blue,nidalee,udyr,taliyah,twistedfate,renekton,kaisa,zoe,orianna,leona,thresh,thresh,samira,olaf,gnar,pantheon,gragas,graves,camille,lillia,ornn
61,11.2,Red,renekton,twistedfate,aphelios,pantheon,camille,udyr,kaisa,olaf,xayah,gragas,gragas,gnar,jayce,rakan,irelia,leona,rell,orianna,sett,azir
62,11.2,Red,twistedfate,nidalee,pantheon,elise,camille,olaf,renekton,kaisa,udyr,xayah,xayah,gnar,irelia,zoe,rakan,sett,orianna,azir,leona,rell
63,11.2,Red,renekton,twistedfate,aphelios,pantheon,nidalee,olaf,udyr,camille,kaisa,orianna,orianna,sejuani,gnar,galio,thresh,azir,leona,gragas,alistar,syndra
64,11.2,Blue,zoe,olaf,senna,pantheon,renekton,kaisa,udyr,camille,galio,samira,samira,vayne,rell,taliyah,orianna,graves,nocturne,alistar,azir,syndra
65,11.2,Red,olaf,zoe,gragas,pantheon,twistedfate,lillia,renekton,kaisa,udyr,galio,galio,gnar,taliyah,rell,nidalee,sett,alistar,leona,graves,orianna
66,11.2,Red,azir,zoe,samira,kaisa,nidalee,aphelios,olaf,orianna,pantheon,xayah,xayah,leona,alistar,ornn,rell,gnar,renekton,gragas,sett,vayne
67,11.2,Blue,olaf,nidalee,camille,samira,zoe,leona,kaisa,pantheon,xayah,azir,azir,syndra,gnar,rakan,ornn,gragas,renekton,aatrox,alistar,nautilus
68,11.2,Blue,gragas,zoe,renekton,camille,aphelios,kaisa,samira,alistar,pantheon,leona,leona,xayah,jayce,orianna,ornn,lucian,syndra,sylas,gnar,twistedfate
69,11.2,Red,zoe,gragas,camille,renekton,graves,kaisa,aphelios,pantheon,thresh,orianna,orianna,varus,alistar,gangplank,gnar,syndra,azir,rumble,morgana,jayce
70,11.2,Blue,zoe,gragas,camille,renekton,graves,alistar,kaisa,olaf,thresh,orianna,orianna,aphelios,leona,gangplank,rell,jayce,syndra,sett,gnar,ornn
71,11.2,Red,camille,zoe,renekton,gnar,aphelios,pantheon,udyr,olaf,kaisa,gragas,gragas,rell,ornn,aatrox,syndra,azir,orianna,viktor,alistar,gangplank
72,11.2,Blue,zoe,camille,gnar,renekton,pantheon,kaisa,udyr,olaf,gragas,orianna,orianna,syndra,aphelios,vayne,samira,rell,xayah,senna,seraphine,fiora
73,11.2,Red,syndra,twistedfate,kaisa,pantheon,lucian,udyr,zoe,samira,gragas,olaf,olaf,rell,aatrox,viktor,gnar,jayce,orianna,renekton,leona,trundle
74,11.2,Red,syndra,twistedfate,xayah,pantheon,samira,udyr,kaisa,zoe,olaf,orianna,orianna,senna,gragas,jayce,ornn,gnar,leona,galio,aatrox,camille
75,11.2,Red,samira,twistedfate,lillia,nidalee,olaf,zoe,udyr,kaisa,renekton,jhin,jhin,taliyah,ryze,alistar,syndra,azir,leona,thresh,orianna,yone
76,11.2,Blue,twistedfate,samira,ryze,aphelios,renekton,nidalee,kaisa,tristana,galio,zoe,zoe,olaf,sett,camille,leona,gnar,aatrox,jayce,alistar,nautilus
77,11.2,Blue,nidalee,pantheon,gnar,renekton,lillia,camille,olaf,kaisa,kindred,rell,rell,alistar,twistedfate,aatrox,viktor,orianna,zoe,rumble,gragas,sion
78,11.2,Red,renekton,nidalee,camille,gnar,thresh,pantheon,kaisa,olaf,xayah,leona,leona,rell,lucian,viktor,aatrox,jayce,twistedfate,irelia,kennen,gragas
79,11.2,Red,elise,zoe,nidalee,pantheon,leona,camille,kaisa,renekton,olaf,yone,yone,xayah,sett,galio,gnar,orianna,neeko,gragas,alistar,rakan
80,11.2,Blue,zoe,elise,olaf,nidalee,pantheon,kaisa,renekton,jhin,udyr,leona,leona,syndra,taliyah,gnar,orianna,alistar,rell,sejuani,camille,aatrox
81,11.2,Blue,zoe,pantheon,camille,renekton,olaf,lucian,kaisa,thresh,orianna,viktor,viktor,aphelios,sett,gangplank,alistar,graves,gnar,gragas,jayce,udyr
82,11.2,Red,lucian,zoe,renekton,pantheon,aphelios,kaisa,olaf,xayah,orianna,camille,camille,gragas,samira,graves,galio,gnar,alistar,leona,jhin,kindred
83,11.2,Blue,pantheon,tristana,lillia,gnar,thresh,kaisa,olaf,renekton,udyr,xayah,xayah,vayne,azir,braum,zoe,leona,alistar,twistedfate,rakan,orianna
84,11.2,Red,tristana,pantheon,taliyah,olaf,aphelios,zoe,udyr,kaisa,hecarim,renekton,renekton,gnar,orianna,twistedfate,thresh,rell,alistar,sett,ryze,azir
85,11.2,Red,camille,zoe,olaf,taliyah,pantheon,gnar,udyr,renekton,kaisa,gangplank,gangplank,gragas,twistedfate,nidalee,leona,lillia,rell,alistar,azir,kassadin
86,11.2,Red,camille,zoe,olaf,taliyah,pantheon,gnar,renekton,kaisa,udyr,twistedfate,twistedfate,gangplank,nidalee,orianna,lillia,syndra,rell,alistar,kindred,azir
87,11.2,Blue,renekton,camille,olaf,pantheon,alistar,kaisa,graves,samira,rell,thresh,thresh,nidalee,twistedfate,gnar,galio,sett,zoe,syndra,gragas,aatrox
88,11.2,Red,graves,pantheon,camille,kaisa,leona,olaf,lillia,taliyah,samira,twistedfate,twistedfate,gnar,xayah,yone,aphelios,gragas,rell,vayne,alistar,sylas
89,11.1,Red,alistar,pantheon,olaf,akali,kaisa,nidalee,renekton,taliyah,quinn,galio,galio,twistedfate,samira,leona,aphelios,tristana,jhin,ashe,sett,rell
90,11.1,Blue,akali,pantheon,renekton,nidalee,olaf,alistar,lillia,camille,galio,twistedfate,twistedfate,graves,kaisa,samira,xayah,aphelios,rell,leona,tristana,kalista
91,11.1,Blue,graves,kaisa,thresh,gnar,pantheon,olaf,renekton,samira,rell,alistar,alistar,ornn,xayah,leesin,ryze,hecarim,lillia,vayne,sett,orianna
92,11.1,Red,taliyah,pantheon,aphelios,olaf,gnar,graves,lillia,renekton,kaisa,volibear,volibear,nidalee,thresh,ryze,rakan,gangplank,rell,zoe,gragas,jayce
93,11.1,Blue,camille,tristana,graves,pantheon,zoe,taliyah,olaf,kaisa,leona,thresh,thresh,lillia,gnar,gangplank,aatrox,syndra,renekton,ornn,azir,akali
94,11.1,Blue,tristana,twistedfate,taliyah,kaisa,pantheon,olaf,samira,alistar,graves,lillia,lillia,gnar,camille,vayne,lucian,xayah,aphelios,gangplank,zoe,orianna
95,11.1,Blue,aphelios,tristana,camille,taliyah,olaf,kaisa,pantheon,twistedfate,graves,samira,samira,jhin,galio,gragas,orianna,leona,rell,zoe,gnar,jayce
96,11.1,Blue,zoe,pantheon,lillia,kaisa,camille,renekton,olaf,missfortune,graves,aphelios,aphelios,gragas,orianna,syndra,azir,leona,ryze,twistedfate,akali,nautilus
97,11.1,Blue,orianna,zoe,aphelios,pantheon,renekton,kaisa,lillia,xayah,alistar,yone,yone,hecarim,galio,akali,gragas,malphite,rumble,thresh,camille,gnar
98,11.1,Blue,zoe,orianna,olaf,pantheon,taliyah,kaisa,renekton,jhin,leona,xayah,xayah,udyr,akali,gragas,jayce,ornn,gnar,alistar,lucian,ryze
99,11.1,Red,twistedfate,nidalee,udyr,samira,taliyah,xayah,kaisa,zoe,pantheon,olaf,olaf,vayne,jayce,gnar,alistar,leona,aatrox,sett,ornn,galio
100,11.1,Blue,samira,twistedfate,nidalee,udyr,xayah,zoe,kaisa,thresh,pantheon,orianna,orianna,aphelios,olaf,azir,sett,jayce,gnar,aatrox,elise,syndra
101,11.1,Red,pantheon,nidalee,olaf,elise,kaisa,renekton,samira,lillia,thresh,alistar,alistar,aphelios,hecarim,jayce,taliyah,camille,gangplank,reksai,orianna,azir
102,11.1,Blue,nidalee,olaf,graves,pantheon,elise,renekton,kaisa,thresh,aphelios,sett,sett,hecarim,camille,zilean,syndra,galio,orianna,gnar,azir,irelia
103,11.1,Blue,tristana,syndra,taliyah,pantheon,thresh,olaf,kaisa,xayah,gnar,orianna,orianna,lillia,camille,zoe,leona,azir,alistar,gangplank,sett,galio
104,11.1,Blue,tristana,syndra,thresh,pantheon,taliyah,olaf,kaisa,xayah,orianna,zoe,zoe,nidalee,gangplank,renekton,leona,ornn,camille,gnar,alistar,rakan
105,11.1,Blue,akali,pantheon,taliyah,zoe,nidalee,olaf,kaisa,rell,lillia,udyr,udyr,samira,camille,irelia,orianna,yone,syndra,renekton,ryze,gnar
106,11.1,Red,camille,pantheon,rell,akali,olaf,nidalee,renekton,kaisa,zoe,samira,samira,leona,taliyah,ornn,alistar,gnar,graves,galio,leesin,gragas
107,11.1,Red,ryze,camille,olaf,nidalee,twistedfate,pantheon,renekton,kaisa,gnar,xayah,xayah,taliyah,lillia,galio,rengar,yone,leona,leesin,alistar,kled
108,11.1,Blue,camille,ryze,nidalee,pantheon,lillia,samira,olaf,aphelios,thresh,seraphine,seraphine,jarvaniv,rumble,galio,orianna,irelia,twistedfate,gnar,viktor,wukong
109,11.1,Red,akali,pantheon,samira,aphelios,syndra,olaf,kaisa,xayah,gragas,leona,leona,alistar,ornn,lucian,gangplank,zoe,gnar,galio,camille,ryze
110,11.1,Blue,jayce,akali,twistedfate,pantheon,nidalee,olaf,syndra,aphelios,thresh,samira,samira,zoe,sejuani,gangplank,renekton,lillia,graves,gnar,gragas,ornn
111,11.1,Red,olaf,twistedfate,pantheon,udyr,orianna,zoe,kaisa,renekton,xayah,lillia,lillia,taliyah,akali,syndra,galio,lucian,leona,alistar,leblanc,viktor
112,11.1,Blue,twistedfate,olaf,taliyah,pantheon,udyr,orianna,kaisa,zoe,graves,nidalee,nidalee,ornn,leona,aphelios,syndra,xayah,missfortune,sett,leblanc,galio
113,11.1,Blue,samira,akali,aphelios,twistedfate,tristana,jhin,kaisa,leona,zoe,camille,camille,xayah,syndra,renekton,orianna,jayce,gnar,graves,alistar,nidalee
114,11.1,Red,akali,samira,leona,kaisa,twistedfate,zoe,lillia,graves,jhin,xayah,xayah,syndra,rakan,ornn,yone,thresh,gragas,nautilus,orianna,alistar
115,11.1,Blue,twistedfate,camille,zoe,akali,pantheon,olaf,renekton,kaisa,galio,lucian,lucian,orianna,thresh,kindred,xayah,hecarim,lillia,samira,alistar,jax
116,11.1,Red,camille,twistedfate,akali,zoe,olaf,pantheon,kaisa,thresh,nidalee,renekton,renekton,aphelios,alistar,lucian,leona,jayce,gnar,sett,rumble,orianna
117,11.1,Red,camille,renekton,pantheon,ryze,jayce,jhin,olaf,kaisa,zoe,gnar,gnar,gangplank,syndra,sett,zilean,leona,nidalee,braum,viktor,karma
118,11.1,Red,camille,renekton,orianna,ryze,pantheon,jhin,olaf,kaisa,zoe,syndra,syndra,nidalee,alistar,gnar,thresh,aatrox,leona,ornn,nautilus,gangplank
119,11.1,Blue,camille,samira,twistedfate,aphelios,akali,kaisa,zoe,pantheon,missfortune,xayah,xayah,syndra,ornn,irelia,alistar,leona,gnar,wukong,rakan,nautilus
120,11.1,Blue,camille,samira,twistedfate,kaisa,akali,aphelios,zoe,missfortune,olaf,leona,leona,syndra,ornn,irelia,nidalee,thresh,gnar,pantheon,jayce,alistar
121,11.1,Blue,renekton,nidalee,olaf,lillia,thresh,twistedfate,pantheon,kaisa,galio,xayah,xayah,ornn,leona,leesin,syndra,graves,orianna,rakan,zoe,hecarim
122,11.1,Blue,thresh,nidalee,olaf,lillia,renekton,kaisa,pantheon,camille,galio,gnar,gnar,graves,jhin,syndra,leona,sett,alistar,missfortune,nautilus,xayah
123,11.1,Red,aphelios,galio,olaf,pantheon,leona,twistedfate,kaisa,renekton,xayah,gnar,gnar,taliyah,akali,orianna,sett,alistar,zoe,syndra,nautilus,maokai
124,11.1,Blue,galio,aphelios,twistedfate,gragas,renekton,pantheon,olaf,kaisa,zoe,leona,leona,graves,orianna,sett,syndra,gnar,thresh,viktor,aatrox,jayce
125,11.1,Blue,nidalee,camille,gnar,olaf,taliyah,pantheon,renekton,kaisa,lillia,thresh,thresh,sett,hecarim,ornn,sejuani,gangplank,aatrox,leesin,ryze,irelia
126,11.1,Red,camille,nidalee,olaf,pantheon,twistedfate,gnar,renekton,kaisa,taliyah,alistar,alistar,leona,samira,jayce,tristana,ornn,gangplank,xayah,akali,ryze
127,11.1,Red,nidalee,akali,syndra,kaisa,leona,twistedfate,pantheon,jhin,lillia,camille,camille,renekton,gragas,yone,samira,lucian,zoe,missfortune,nautilus,maokai
128,11.1,Blue,akali,nidalee,leona,pantheon,twistedfate,syndra,kaisa,zoe,olaf,yone,yone,gnar,alistar,aphelios,camille,samira,kalista,jayce,galio,taric
129,11.1,Blue,nidalee,akali,syndra,leona,pantheon,kaisa,twistedfate,olaf,jhin,missfortune,missfortune,zoe,gragas,ornn,camille,renekton,gnar,jayce,alistar,bard
130,11.1,Red,syndra,zoe,camille,samira,xayah,kaisa,olaf,pantheon,orianna,aatrox,aatrox,renekton,twistedfate,thresh,sylas,alistar,sett,tristana,leona,vayne
131,11.1,Blue,zoe,syndra,twistedfate,pantheon,samira,olaf,kaisa,orianna,jhin,camille,camille,alistar,sett,renekton,rakan,aatrox,graves,leona,leesin,ornn
132,11.1,Red,zoe,syndra,twistedfate,pantheon,galio,thresh,kaisa,orianna,alistar,renekton,renekton,samira,sett,kindred,gragas,ornn,aatrox,azir,rakan,lillia
133,11.1,Blue,nidalee,samira,gnar,aphelios,jhin,kaisa,pantheon,syndra,leona,tristana,tristana,lillia,sett,aatrox,alistar,missfortune,lucian,camille,galio,jayce
134,11.1,Blue,nidalee,samira,gnar,pantheon,aatrox,aphelios,kaisa,syndra,olaf,leona,leona,jhin,ornn,alistar,graves,sett,galio,camille,taliyah,gragas
135,11.1,Red,nidalee,samira,camille,pantheon,aatrox,aphelios,graves,kaisa,syndra,orianna,orianna,gnar,thresh,kindred,xayah,olaf,leona,tristana,alistar,lillia
136,11.1,Blue,lillia,tristana,nidalee,olaf,zoe,aphelios,pantheon,kaisa,graves,xayah,xayah,renekton,aatrox,seraphine,syndra,thresh,orianna,gnar,azir,nautilus
137,11.1,Blue,tristana,zoe,camille,twistedfate,pantheon,taliyah,olaf,nidalee,thresh,missfortune,missfortune,aphelios,leona,aatrox,alistar,lucian,jayce,karma,seraphine,orianna
138,11.1,Blue,lillia,olaf,nidalee,tristana,zoe,pantheon,taliyah,graves,twistedfate,kaisa,kaisa,vayne,lucian,thresh,orianna,alistar,braum,sett,renekton,ornn
139,11.1,Blue,twistedfate,nidalee,camille,renekton,akali,pantheon,olaf,kaisa,leona,thresh,thresh,graves,zoe,gnar,ornn,jayce,rumble,orianna,gragas,aatrox
140,11.1,Blue,nidalee,twistedfate,renekton,camille,pantheon,akali,olaf,kaisa,graves,thresh,thresh,zoe,orianna,sett,galio,leona,gnar,rumble,jayce,alistar
141,11.1,Blue,twistedfate,pantheon,camille,akali,galio,olaf,kaisa,aphelios,thresh,nidalee,nidalee,ornn,sett,graves,alistar,lillia,hecarim,leona,orianna,viktor
142,11.1,Blue,orianna,nidalee,samira,zoe,pantheon,ornn,kaisa,jhin,leona,olaf,olaf,graves,sett,syndra,camille,viktor,twistedfate,gragas,ryze,gnar
143,11.1,Red,nidalee,orianna,zoe,kaisa,ornn,pantheon,olaf,leona,jhin,syndra,syndra,lillia,alistar,yone,thresh,twistedfate,lucian,gnar,sett,jayce
144,11.1,Red,orianna,nidalee,taliyah,thresh,leona,zoe,syndra,pantheon,kaisa,samira,samira,galio,gnar,renekton,gragas,camille,sett,ornn,alistar,aatrox
145,11.1,Blue,nidalee,akali,samira,syndra,olaf,pantheon,zoe,kaisa,lillia,leona,leona,sett,hecarim,gnar,sejuani,jayce,renekton,ornn,leesin,yone
146,11.1,Blue,nidalee,akali,samira,pantheon,zoe,olaf,kaisa,aphelios,thresh,syndra,syndra,orianna,jarvaniv,ornn,camille,gnar,graves,sejuani,renekton,kennen
147,11.1,Blue,nidalee,ornn,twistedfate,olaf,zoe,galio,renekton,samira,alistar,orianna,orianna,gnar,thresh,akali,leona,lillia,syndra,pantheon,rakan,aatrox
148,11.1,Red,ornn,nidalee,olaf,twistedfate,camille,renekton,kaisa,pantheon,xayah,galio,galio,orianna,graves,wukong,lillia,thresh,jayce,leona,hecarim,alistar
149,11.1,Red,akali,camille,gragas,renekton,aphelios,kaisa,samira,alistar,xayah,nidalee,nidalee,lillia,leona,lucian,viktor,jayce,orianna,azir,maokai,gnar
150,11.1,Red,zoe,akali,camille,gragas,renekton,jayce,kaisa,aphelios,pantheon,orianna,orianna,thresh,nautilus,twistedfate,alistar,aatrox,viktor,leona,malphite,sylas
151,11.1,Blue,zoe,akali,camille,gragas,renekton,jayce,kaisa,aatrox,olaf,orianna,orianna,aphelios,alistar,thresh,kennen,twistedfate,viktor,leona,ryze,galio
