,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
11,11.4,Blue,thresh,udyr,seraphine,olaf,kaisa,aphelios,hecarim,rell,lillia,gnar,gnar,camille,nautilus,xayah,orianna,lucian,ezreal,azir,maokai,corki
12,11.4,Red,none,rell,thresh,udyr,gnar,kaisa,camille,lillia,renekton,alistar,alistar,ezreal,jhin,seraphine,sivir,lucian,galio,xayah,azir,kassadin
13,11.4,Red,thresh,udyr,orianna,senna,ryze,seraphine,rell,alistar,nidalee,gnar,gnar,xayah,galio,camille,twistedfate,sion,chogath,viktor,lillia,jayce
14,11.4,Red,camille,seraphine,gnar,thresh,jarvaniv,alistar,udyr,kaisa,olaf,rell,rell,azir,ryze,gragas,cassiopeia,malphite,nautilus,corki,renekton,volibear
15,11.4,Red,seraphine,kaisa,viktor,udyr,samira,rell,lucian,orianna,gnar,malphite,malphite,lillia,hecarim,xayah,ivern,alistar,ezreal,sivir,taliyah,taric
16,11.3,Blue,taliyah,udyr,hecarim,thresh,gragas,nidalee,lillia,jhin,olaf,seraphine,seraphine,wukong,kassadin,ryze,rell,orianna,blitzcrank,lucian,nautilus,viktor
17,11.3,Blue,alistar,orianna,camille,thresh,seraphine,lillia,udyr,rell,kaisa,galio,galio,skarner,malphite,azir,syndra,viktor,gnar,gragas,yone,ryze
18,11.3,Red,seraphine,udyr,olaf,rell,twistedfate,ivern,kaisa,thresh,aphelios,orianna,orianna,azir,skarner,reksai,hecarim,jarvaniv,lillia,kayn,ornn,sion
19,11.3,Red,samira,seraphine,camille,udyr,rell,syndra,kaisa,thresh,aphelios,hecarim,hecarim,gnar,gangplank,graves,orianna,corki,skarner,azir,aatrox,viktor
20,11.3,Red,seraphine,udyr,alistar,olaf,kaisa,senna,jhin,rell,missfortune,ryze,ryze,orianna,graves,jarvaniv,wukong,gangplank,hecarim,gnar,karthus,malphite
21,11.3,Red,camille,ivern,samira,udyr,twistedfate,seraphine,kaisa,rell,gnar,aatrox,aatrox,hecarim,skarner,orianna,lillia,senna,jhin,graves,syndra,corki
22,11.3,Red,none,camille,udyr,seraphine,graves,kaisa,lillia,rell,olaf,thresh,thresh,samira,aphelios,cassiopeia,xayah,orianna,syndra,ornn,jhin,gragas
23,11.3,Blue,seraphine,udyr,olaf,hecarim,thresh,gnar,rell,lillia,alistar,renekton,renekton,sion,azir,yone,orianna,missfortune,vayne,taliyah,ryze,cassiopeia
24,11.3,Blue,ivern,senna,thresh,camille,kaisa,udyr,lillia,rell,xayah,missfortune,missfortune,orianna,azir,hecarim,yone,malphite,skarner,gnar,lucian,ornn
25,11.3,Red,camille,yone,renekton,orianna,udyr,rell,kaisa,gnar,aphelios,leona,leona,thresh,jayce,olaf,urgot,taliyah,hecarim,ornn,lucian,cassiopeia
26,11.3,Blue,gragas,kaisa,galio,udyr,thresh,alistar,seraphine,hecarim,rell,nautilus,nautilus,twistedfate,jayce,camille,gnar,gangplank,xayah,ryze,renekton,volibear
27,11.3,Blue,seraphine,camille,orianna,twistedfate,hecarim,rell,udyr,kaisa,jarvaniv,samira,samira,renekton,leona,thresh,alistar,sett,galio,azir,rakan,ryze
28,11.3,Blue,lucian,olaf,camille,seraphine,rell,udyr,kaisa,galio,gragas,alistar,alistar,senna,volibear,tahmkench,gnar,renekton,gangplank,sett,orianna,yasuo
29,11.3,Blue,thresh,seraphine,ivern,azir,gragas,renekton,kaisa,rell,udyr,orianna,orianna,xayah,hecarim,syndra,camille,karma,viktor,gnar,jarvaniv,aatrox
30,11.3,Red,thresh,camille,graves,udyr,kaisa,leona,lillia,hecarim,seraphine,gragas,gragas,orianna,yone,gangplank,lucian,malphite,jhin,azir,renekton,gnar
31,11.3,Blue,rell,xayah,twistedfate,lillia,olaf,renekton,udyr,camille,kaisa,aphelios,aphelios,alistar,gnar,akali,orianna,taliyah,nidalee,jax,azir,ryze
