,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
13,11.4,Red,azir,taliyah,kalista,lillia,udyr,skarner,seraphine,olaf,senna,rell,rell,tahmkench,kaisa,zoe,xayah,gragas,aatrox,missfortune,renekton,ryze
14,11.4,Red,camille,seraphine,udyr,kaisa,olaf,graves,nidalee,rell,lillia,kalista,kalista,missfortune,volibear,irelia,azir,syndra,jayce,gragas,pantheon,aatrox
15,11.4,Red,thresh,skarner,kalista,camille,seraphine,lillia,olaf,senna,udyr,lulu,lulu,azir,ekko,sett,gnar,sion,kaisa,orianna,leona,aatrox
16,11.4,Red,thresh,galio,kaisa,seraphine,olaf,rell,udyr,senna,lillia,lulu,lulu,tahmkench,gangplank,viktor,yone,azir,orianna,syndra,aatrox,camille
17,11.4,Red,thresh,udyr,seraphine,lillia,rell,twistedfate,senna,taliyah,renekton,tahmkench,tahmkench,leona,volibear,ezreal,gnar,kalista,xayah,azir,ornn,viktor
18,11.4,Blue,seraphine,udyr,olaf,zoe,graves,thresh,lillia,rell,azir,lucian,lucian,hecarim,gnar,kaisa,senna,kalista,xayah,ezreal,ornn,volibear
19,11.4,Blue,anivia,camille,viktor,rell,senna,udyr,olaf,reksai,kaisa,kalista,kalista,galio,thresh,malphite,braum,gnar,nautilus,leona,aatrox,sett
20,11.3,Blue,seraphine,kaisa,graves,aphelios,hecarim,senna,rell,azir,xayah,syndra,syndra,olaf,kalista,alistar,tristana,gragas,leona,samira,gnar,lulu
21,11.3,Blue,yone,skarner,twistedfate,seraphine,irelia,udyr,aphelios,lillia,rell,thresh,thresh,kaisa,camille,fiora,azir,lucian,gnar,galio,wukong,jayce
22,11.3,Red,zoe,anivia,taliyah,lillia,azir,udyr,kaisa,graves,rell,viktor,viktor,kalista,olaf,camille,skarner,orianna,galio,renekton,sejuani,gnar
23,11.3,Blue,camille,thresh,kaisa,rell,irelia,sett,seraphine,lillia,yone,kalista,kalista,ashe,alistar,aatrox,gragas,,renekton,ornn,nautilus,braum
24,11.3,Red,seraphine,kaisa,rell,xayah,udyr,skarner,lillia,missfortune,galio,thresh,thresh,gangplank,aatrox,taliyah,lucian,hecarim,reksai,zoe,sion,nautilus
25,11.3,Blue,anivia,rell,viktor,camille,udyr,kaisa,seraphine,aphelios,thresh,graves,graves,syndra,leona,skarner,ornn,sion,hecarim,nautilus,renekton,gnar
26,11.3,Blue,camille,seraphine,irelia,kaisa,skarner,gangplank,udyr,aphelios,lillia,rell,rell,braum,karma,aatrox,orianna,gnar,renekton,gragas,lucian,syndra
27,11.3,Red,skarner,aphelios,seraphine,kaisa,lillia,udyr,rell,xayah,taliyah,azir,azir,alistar,hecarim,gnar,graves,renekton,zoe,olaf,sion,aatrox
28,11.3,Blue,camille,yone,seraphine,twistedfate,thresh,lillia,rell,kaisa,alistar,samira,samira,taliyah,irelia,renekton,volibear,lucian,syndra,gnar,orianna,wukong
29,11.3,Red,thresh,udyr,kalista,rell,lillia,kaisa,azir,seraphine,olaf,gragas,gragas,samira,senna,leona,xayah,sett,poppy,ezreal,renekton,gnar
30,11.3,Blue,taliyah,camille,lillia,aphelios,xayah,udyr,kaisa,rell,samira,skarner,skarner,karthus,azir,zoe,irelia,lucian,gnar,wukong,orianna,yone
31,11.3,Blue,anivia,kaisa,viktor,lillia,hecarim,rell,udyr,senna,azir,sion,sion,tahmkench,blitzcrank,graves,vayne,olaf,trundle,aphelios,thresh,gangplank
32,11.3,Red,gangplank,camille,rell,seraphine,renekton,irelia,lillia,kaisa,udyr,zoe,zoe,yone,aphelios,volibear,missfortune,nautilus,galio,vayne,aatrox,karma
33,11.3,Red,twistedfate,azir,lucian,rell,yone,thresh,udyr,xayah,rakan,alistar,alistar,lillia,orianna,irelia,zoe,camille,galio,gnar,neeko,wukong
34,11.3,Blue,thresh,rell,senna,camille,azir,seraphine,kaisa,olaf,xayah,leona,leona,sett,gnar,ekko,aatrox,twistedfate,gragas,volibear,syndra,orianna
35,11.3,Blue,camille,lillia,irelia,taliyah,seraphine,renekton,udyr,rell,olaf,gragas,gragas,zoe,lucian,aatrox,gnar,kennen,missfortune,sion,syndra,fiora
36,11.3,Blue,irelia,seraphine,yone,senna,thresh,camille,rell,samira,lillia,kaisa,kaisa,gragas,orianna,lucian,azir,fiora,syndra,galio,gnar,wukong
37,11.3,Red,thresh,udyr,lillia,camille,kaisa,rell,aphelios,missfortune,olaf,jarvaniv,jarvaniv,alistar,aatrox,gragas,mordekaiser,ornn,sion,gnar,azir,orianna
38,11.3,Red,thresh,anivia,senna,viktor,rell,udyr,olaf,azir,kaisa,orianna,orianna,jarvaniv,seraphine,irelia,alistar,renekton,camille,sion,braum,rakan
39,11.3,Red,thresh,lillia,zoe,rell,azir,udyr,graves,taliyah,kaisa,leona,leona,twistedfate,galio,renekton,yone,camille,alistar,gnar,sylas,irelia
40,11.2,Red,lillia,olaf,sion,pantheon,seraphine,azir,thresh,kaisa,udyr,orianna,orianna,rell,kindred,syndra,taliyah,twistedfate,viktor,nidalee,renekton,gragas
41,11.2,Red,taliyah,aphelios,pantheon,udyr,syndra,seraphine,olaf,lillia,kaisa,xayah,xayah,lucian,rakan,rell,thresh,leona,alistar,sett,ornn,gnar
42,11.2,Red,zoe,olaf,camille,renekton,seraphine,kaisa,udyr,pantheon,samira,rell,rell,irelia,fiora,alistar,volibear,sylas,leona,malphite,orianna,syndra
43,11.2,Red,irelia,olaf,twistedfate,pantheon,taliyah,seraphine,thresh,alistar,lillia,udyr,udyr,lucian,orianna,yone,galio,fiora,camille,volibear,syndra,kaisa
44,11.2,Red,taliyah,pantheon,seraphine,kalista,udyr,olaf,kaisa,xayah,rell,ornn,ornn,mordekaiser,hecarim,lillia,,sylas,graves,zoe,kindred,yone
45,11.2,Blue,irelia,zoe,ekko,olaf,pantheon,seraphine,udyr,kaisa,drmundo,thresh,thresh,camille,renekton,sett,twistedfate,leona,nautilus,azir,volibear,sylas
46,11.2,Blue,camille,kaisa,zoe,aphelios,missfortune,volibear,olaf,pantheon,samira,leona,leona,renekton,gnar,rell,sion,orianna,alistar,gragas,viktor,seraphine
47,11.2,Red,taliyah,pantheon,kaisa,olaf,seraphine,kalista,lillia,hecarim,xayah,ezreal,ezreal,rakan,lucian,gangplank,yone,gnar,renekton,volibear,orianna,zoe
48,11.2,Red,thresh,irelia,seraphine,taliyah,senna,lillia,kaisa,olaf,azir,orianna,orianna,vayne,fiora,rell,camille,braum,renekton,volibear,rakan,leona
49,11.2,Red,taliyah,pantheon,seraphine,galio,thresh,samira,olaf,kaisa,udyr,xayah,xayah,alistar,syndra,gangplank,sion,gnar,orianna,renekton,velkoz,volibear
50,11.2,Blue,camille,olaf,twistedfate,pantheon,yone,thresh,lillia,zoe,hecarim,leona,leona,xayah,lucian,rell,irelia,rakan,alistar,sion,orianna,volibear
51,11.2,Red,velkoz,pantheon,thresh,camille,zoe,olaf,seraphine,kaisa,graves,missfortune,missfortune,twistedfate,taliyah,gnar,lillia,ornn,aatrox,hecarim,syndra,blitzcrank
52,11.2,Red,thresh,seraphine,senna,pantheon,samira,taliyah,kaisa,olaf,orianna,yone,yone,renekton,gangplank,xayah,gnar,kalista,missfortune,rell,volibear,sett
53,11.2,Blue,renekton,irelia,twistedfate,pantheon,camille,alistar,olaf,seraphine,kaisa,rell,rell,hecarim,ekko,yone,syndra,jayce,orianna,sylas,aatrox,gragas
54,11.2,Blue,rengar,taliyah,olaf,pantheon,aphelios,lillia,seraphine,kaisa,hecarim,xayah,xayah,gragas,camille,leona,gnar,nautilus,rakan,aatrox,orianna,leblanc
55,11.2,Red,lucian,zoe,kaisa,olaf,senna,pantheon,renekton,aphelios,thresh,missfortune,missfortune,ornn,seraphine,graves,galio,hecarim,lillia,azir,leona,twistedfate
56,11.2,Blue,rengar,pantheon,akali,olaf,kaisa,camille,missfortune,galio,hecarim,rell,rell,aphelios,irelia,gragas,fiora,thresh,aatrox,orianna,renekton,braum
57,11.2,Red,seraphine,pantheon,thresh,senna,taliyah,renekton,kaisa,xayah,leona,rell,rell,lillia,orianna,lucian,aatrox,camille,gnar,irelia,akali,viktor
58,11.2,Red,lucian,pantheon,samira,irelia,renekton,zoe,camille,seraphine,olaf,galio,galio,kaisa,aphelios,syndra,missfortune,gragas,jayce,twistedfate,senna,sylas
59,11.2,Red,irelia,olaf,renekton,seraphine,taliyah,pantheon,nidalee,yone,lillia,camille,camille,kaisa,senna,mordekaiser,galio,jax,fiora,ashe,braum,rakan
60,11.1,Blue,irelia,pantheon,camille,samira,aphelios,taliyah,kaisa,renekton,nidalee,olaf,olaf,missfortune,thresh,leona,nautilus,alistar,sett,zoe,rell,fizz
61,11.1,Red,camille,rengar,zoe,pantheon,nidalee,samira,taliyah,seraphine,olaf,kaisa,kaisa,kennen,akali,rell,lucian,yone,syndra,orianna,galio,missfortune
62,11.1,Blue,camille,pantheon,samira,zoe,renekton,akali,olaf,kaisa,graves,thresh,thresh,sett,twistedfate,viktor,galio,syndra,orianna,velkoz,gragas,yone
63,11.1,Red,akali,lucian,aphelios,taliyah,samira,pantheon,olaf,kaisa,lillia,rell,rell,thresh,gangplank,irelia,aatrox,ornn,gragas,gnar,syndra,viktor
64,11.1,Red,graves,taliyah,olaf,pantheon,hecarim,kaisa,lillia,aphelios,thresh,missfortune,missfortune,twistedfate,seraphine,camille,leona,gnar,renekton,gangplank,nautilus,nidalee
65,11.1,Blue,rengar,taliyah,samira,pantheon,kaisa,olaf,graves,akali,hecarim,jhin,jhin,aphelios,camille,thresh,ornn,shen,alistar,leona,aatrox,mordekaiser
66,11.1,Blue,nidalee,samira,zoe,pantheon,camille,aphelios,kaisa,seraphine,olaf,renekton,renekton,irelia,lucian,tristana,orianna,thresh,rell,akali,sett,sylas
67,11.1,Blue,thresh,olaf,camille,samira,akali,taliyah,pantheon,renekton,kaisa,alistar,alistar,nautilus,volibear,nidalee,gragas,ivern,sejuani,mordekaiser,irelia,gnar
68,11.1,Red,aphelios,pantheon,akali,taliyah,none,lillia,kaisa,olaf,seraphine,graves,graves,galio,sett,camille,ornn,aatrox,ekko,leona,gragas,gnar
69,11.1,Red,akali,pantheon,taliyah,camille,graves,lucian,olaf,kaisa,lillia,thresh,thresh,sett,zoe,irelia,aatrox,yone,orianna,syndra,gragas,ornn
