,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
10,11.4,Red,gnar,camille,azir,twistedfate,rell,syndra,senna,kaisa,udyr,tahmkench,tahmkench,viktor,orianna,gragas,renekton,alistar,seraphine,zoe,aatrox,chogath
11,11.4,Blue,seraphine,none,syndra,udyr,amumu,olaf,lillia,skarner,jinx,renekton,renekton,thresh,viktor,gangplank,tristana,azir,sion,kalista,orianna,zilean
12,11.4,Red,senna,camille,rell,udyr,zoe,azir,lillia,hecarim,kaisa,syndra,syndra,viktor,renekton,gnar,leona,thresh,alistar,nautilus,gangplank,kled
13,11.4,Blue,twistedfate,senna,skarner,seraphine,udyr,nidalee,lillia,kaisa,azir,thresh,thresh,hecarim,corki,rell,yone,aatrox,gragas,viktor,ornn,jarvaniv
14,11.4,Red,zoe,irelia,renekton,camille,jinx,udyr,seraphine,lillia,rell,kaisa,kaisa,sion,gangplank,xayah,alistar,tristana,ezreal,azir,aatrox,syndra
15,11.4,Red,camille,none,azir,udyr,seraphine,thresh,ornn,sion,olaf,viktor,viktor,orianna,rell,tahmkench,alistar,aatrox,maokai,kaisa,leona,senna
16,11.3,Blue,kaisa,udyr,twistedfate,olaf,rell,seraphine,senna,hecarim,alistar,azir,azir,zoe,gnar,vayne,aatrox,kalista,missfortune,tahmkench,gangplank,sion
17,11.3,Blue,renekton,skarner,lillia,udyr,seraphine,twistedfate,senna,azir,gnar,jayce,jayce,alistar,orianna,nidalee,zoe,olaf,ezreal,syndra,nautilus,neeko
18,11.3,Red,senna,camille,rell,lillia,zoe,udyr,kaisa,xayah,azir,gnar,gnar,hecarim,olaf,gangplank,graves,rakan,sion,viktor,jarvaniv,thresh
19,11.3,Red,lillia,udyr,kaisa,seraphine,renekton,camille,rell,alistar,nidalee,aatrox,aatrox,jayce,syndra,lucian,samira,tristana,zoe,jhin,orianna,ezreal
20,11.3,Red,azir,renekton,gragas,udyr,kaisa,senna,lillia,nidalee,rell,orianna,orianna,camille,volibear,syndra,ezreal,samira,twistedfate,ornn,xayah,vayne
21,11.3,Red,twistedfate,seraphine,olaf,lillia,udyr,renekton,kaisa,senna,azir,graves,graves,skarner,syndra,tahmkench,viktor,alistar,gnar,zoe,wukong,maokai
22,11.3,Red,gnar,camille,zoe,olaf,seraphine,udyr,kaisa,azir,rell,skarner,skarner,xayah,renekton,irelia,orianna,graves,hecarim,viktor,gangplank,sion
23,11.3,Red,camille,seraphine,olaf,senna,rell,udyr,kaisa,xayah,lillia,gnar,gnar,irelia,hecarim,sylas,graves,ryze,orianna,skarner,alistar,nautilus
24,11.3,Red,zoe,twistedfate,renekton,camille,thresh,seraphine,rell,kaisa,udyr,azir,azir,alistar,xayah,orianna,vayne,gnar,syndra,tristana,gangplank,gragas
25,11.3,Blue,thresh,seraphine,renekton,udyr,twistedfate,camille,kaisa,rell,xayah,lillia,lillia,gnar,irelia,olaf,jayce,hecarim,graves,riven,orianna,zoe
26,11.3,Blue,renekton,camille,lillia,seraphine,kaisa,nidalee,udyr,olaf,rell,azir,azir,aatrox,alistar,zoe,gragas,corki,viktor,jhin,rakan,ezreal
27,11.3,Red,renekton,camille,kaisa,udyr,hecarim,lillia,olaf,seraphine,rell,nautilus,nautilus,graves,orianna,missfortune,viktor,xayah,azir,irelia,corki,wukong
28,11.3,Blue,twistedfate,udyr,camille,renekton,alistar,lillia,rell,kaisa,hecarim,xayah,xayah,orianna,azir,leona,zoe,sett,gragas,gnar,viktor,gangplank
29,11.3,Blue,thresh,twistedfate,camille,udyr,renekton,lillia,rell,seraphine,hecarim,kaisa,kaisa,alistar,zoe,orianna,gnar,gangplank,azir,viktor,ornn,aatrox
30,11.3,Blue,udyr,seraphine,orianna,lillia,olaf,gnar,nidalee,rell,taliyah,kaisa,kaisa,volibear,alistar,senna,leona,xayah,lucian,azir,poppy,zoe
31,11.3,Red,viktor,olaf,irelia,udyr,taliyah,renekton,seraphine,camille,lillia,gnar,gnar,galio,xayah,syndra,aphelios,kled,kaisa,samira,rell,orianna
32,11.2,Blue,azir,olaf,renekton,udyr,seraphine,galio,lillia,camille,pantheon,twistedfate,twistedfate,ryze,thresh,kaisa,alistar,leona,rell,ezreal,rakan,sivir
33,11.2,Blue,gnar,camille,seraphine,taliyah,udyr,olaf,renekton,zoe,lillia,viktor,viktor,jayce,missfortune,rell,alistar,kaisa,thresh,nautilus,jhin,aphelios
34,11.2,Red,gnar,thresh,camille,udyr,seraphine,renekton,olaf,lillia,kaisa,orianna,orianna,rell,rakan,yone,alistar,lucian,azir,leona,gragas,aatrox
35,11.2,Blue,zoe,azir,olaf,taliyah,renekton,aphelios,lillia,kaisa,pantheon,galio,galio,gragas,samira,twistedfate,seraphine,sett,alistar,xayah,viktor,syndra
36,11.2,Red,pantheon,lillia,olaf,nidalee,udyr,renekton,seraphine,zoe,taliyah,camille,camille,gnar,rell,kaisa,leona,xayah,thresh,alistar,yone,aphelios
37,11.2,Red,gnar,renekton,camille,aphelios,twistedfate,seraphine,pantheon,kaisa,syndra,orianna,orianna,udyr,taliyah,irelia,lillia,lucian,gragas,gangplank,leona,jayce
38,11.2,Red,zoe,azir,seraphine,taliyah,renekton,camille,graves,olaf,twistedfate,irelia,irelia,jax,leona,galio,xayah,sett,kaisa,samira,thresh,alistar
39,11.2,Red,renekton,seraphine,udyr,camille,lillia,olaf,pantheon,kaisa,taliyah,thresh,thresh,orianna,azir,nautilus,syndra,rell,alistar,zoe,gnar,aatrox
40,11.2,Red,seraphine,aphelios,lillia,twistedfate,pantheon,camille,taliyah,renekton,kaisa,sett,sett,nidalee,ashe,irelia,missfortune,orianna,leona,samira,ryze,yone
41,11.2,Red,seraphine,olaf,galio,pantheon,renekton,twistedfate,camille,leona,taliyah,lucian,lucian,irelia,zoe,syndra,rell,gragas,xayah,senna,braum,azir
42,11.2,Blue,twistedfate,pantheon,seraphine,taliyah,renekton,lucian,camille,olaf,gnar,lillia,lillia,azir,zoe,leona,senna,alistar,xayah,kaisa,orianna,thresh
43,11.2,Blue,twistedfate,pantheon,renekton,olaf,lillia,camille,graves,nidalee,thresh,missfortune,missfortune,ashe,zoe,syndra,none,lucian,orianna,viktor,aatrox,gnar
44,11.2,Blue,aphelios,olaf,pantheon,twistedfate,camille,taliyah,seraphine,renekton,kaisa,lillia,lillia,hecarim,missfortune,zoe,ashe,orianna,leona,xayah,rell,viktor
45,11.2,Blue,seraphine,lucian,galio,pantheon,syndra,olaf,renekton,twistedfate,taliyah,leona,leona,volibear,tristana,thresh,sylas,rell,aphelios,ezreal,yone,braum
46,11.2,Blue,camille,pantheon,twistedfate,olaf,seraphine,senna,taliyah,renekton,galio,zoe,zoe,udyr,sett,orianna,thresh,leona,viktor,xayah,rakan,kaisa
47,11.2,Blue,taliyah,jayce,olaf,renekton,seraphine,graves,lillia,aphelios,thresh,twistedfate,twistedfate,gragas,galio,orianna,kaisa,lucian,lulu,ashe,nautilus,xinzhao
