,patch,winside,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
86,11.2,Blue,renekton,taliyah,kalista,pantheon,camille,graves,kaisa,xayah,olaf,seraphine,seraphine,rakan,gnar,azir,yone,syndra,orianna,viktor,ornn,gragas
87,11.2,Red,graves,kalista,pantheon,renekton,twistedfate,camille,kaisa,taliyah,xayah,udyr,udyr,gnar,irelia,syndra,quinn,leona,zoe,sett,sion,rell
88,11.2,Red,renekton,graves,kalista,taliyah,camille,pantheon,kaisa,xayah,lillia,alistar,alistar,rakan,yone,azir,twistedfate,irelia,syndra,gnar,orianna,quinn
89,11.2,Red,renekton,graves,pantheon,gnar,camille,olaf,kaisa,aatrox,taliyah,gragas,gragas,yone,seraphine,samira,lucian,senna,thresh,sett,rell,vayne
90,11.2,Blue,graves,renekton,gnar,taliyah,samira,kaisa,pantheon,olaf,alistar,gragas,gragas,aphelios,kalista,orianna,twistedfate,zoe,syndra,senna,rumble,ornn
91,11.1,Red,twistedfate,renekton,pantheon,kalista,lillia,kaisa,taliyah,camille,olaf,samira,samira,vayne,azir,galio,rell,shen,alistar,gragas,syndra,akali
92,11.1,Blue,renekton,twistedfate,kalista,taliyah,graves,pantheon,kaisa,camille,olaf,lillia,lillia,jhin,leona,maokai,alistar,orianna,sett,rell,yone,syndra
93,11.1,Blue,twistedfate,renekton,pantheon,camille,taliyah,jarvaniv,kaisa,kalista,olaf,syndra,syndra,galio,nautilus,gnar,alistar,rell,sett,leona,akali,kennen
94,11.1,Blue,aphelios,taliyah,olaf,kaisa,pantheon,rell,samira,renekton,lillia,gnar,gnar,vayne,alistar,irelia,viktor,lucian,yone,leona,twistedfate,galio
95,11.1,Red,twistedfate,pantheon,olaf,taliyah,quinn,aphelios,kaisa,samira,lillia,orianna,orianna,yone,galio,gnar,gragas,alistar,renekton,gangplank,rakan,rell
96,11.1,Red,aphelios,taliyah,olaf,pantheon,zoe,kaisa,samira,vayne,renekton,alistar,alistar,galio,gnar,nidalee,lucian,gragas,syndra,orianna,gangplank,jarvaniv
97,11.1,Blue,orianna,taliyah,alistar,nidalee,graves,olaf,kaisa,pantheon,syndra,rell,rell,samira,lillia,rakan,hecarim,gnar,sett,gragas,kindred,aatrox
98,11.1,Red,taliyah,alistar,nidalee,orianna,syndra,twistedfate,zoe,kaisa,graves,xayah,xayah,viktor,rakan,aatrox,gnar,rell,leona,thresh,gragas,ornn
99,11.1,Blue,seraphine,taliyah,camille,pantheon,akali,graves,kaisa,samira,alistar,lucian,lucian,syndra,gnar,olaf,aatrox,ornn,gragas,renekton,rell,leesin
100,11.1,Red,lucian,taliyah,olaf,seraphine,samira,pantheon,kaisa,aphelios,thresh,nautilus,nautilus,graves,camille,gnar,aatrox,zoe,ornn,orianna,gangplank,syndra
101,11.1,Blue,nidalee,aphelios,taliyah,samira,olaf,kaisa,orianna,graves,alistar,jhin,jhin,missfortune,rakan,akali,sett,jayce,gnar,galio,irelia,syndra
102,11.1,Blue,aphelios,nidalee,rell,taliyah,rakan,lillia,kaisa,graves,alistar,orianna,orianna,samira,galio,syndra,sett,akali,zoe,nautilus,gnar,sylas
103,11.1,Blue,nidalee,aphelios,lillia,rell,taliyah,samira,kaisa,olaf,alistar,sett,sett,xayah,orianna,akali,gnar,aatrox,zoe,syndra,gragas,ornn
104,11.1,Red,maokai,taliyah,olaf,pantheon,aphelios,nidalee,lillia,kaisa,hecarim,alistar,alistar,galio,ornn,camille,quinn,akali,renekton,gnar,yone,twistedfate
105,11.1,Blue,samira,pantheon,akali,taliyah,quinn,twistedfate,kaisa,thresh,olaf,renekton,renekton,aphelios,sett,gnar,yone,viktor,orianna,gragas,lucian,gangplank
106,11.1,Blue,maokai,renekton,camille,pantheon,olaf,kaisa,taliyah,akali,hecarim,alistar,alistar,jhin,lucian,gragas,gangplank,galio,shen,orianna,gnar,twistedfate
107,11.1,Blue,nidalee,thresh,taliyah,rell,pantheon,gragas,kaisa,aphelios,olaf,alistar,alistar,syndra,orianna,maokai,gnar,gangplank,galio,ornn,zoe,kayle
108,11.1,Red,thresh,pantheon,rell,taliyah,akali,nidalee,olaf,kaisa,graves,twistedfate,twistedfate,alistar,camille,syndra,renekton,ornn,orianna,gnar,galio,gragas
109,11.1,Red,renekton,twistedfate,olaf,taliyah,ekko,samira,pantheon,camille,nidalee,thresh,thresh,kalista,kennen,gragas,akali,sett,syndra,zoe,jayce,jarvaniv
110,11.1,Blue,twistedfate,taliyah,samira,sett,aphelios,kaisa,kalista,jhin,pantheon,renekton,renekton,azir,ekko,ornn,zoe,thresh,gragas,syndra,jarvaniv,alistar
111,11.1,Blue,renekton,twistedfate,olaf,taliyah,ekko,samira,pantheon,camille,kaisa,thresh,thresh,nidalee,azir,sett,kennen,galio,syndra,zoe,gragas,rell
112,11.1,Blue,aphelios,zoe,taliyah,graves,renekton,lucian,olaf,kaisa,orianna,samira,samira,rakan,galio,aatrox,gangplank,jayce,gnar,sylas,syndra,nidalee
113,11.1,Red,zoe,aphelios,graves,olaf,lucian,taliyah,rell,kaisa,rakan,samira,samira,orianna,renekton,kindred,aatrox,gangplank,udyr,gnar,syndra,irelia
114,11.1,Red,aphelios,zoe,pantheon,graves,taliyah,lucian,olaf,rell,samira,rakan,rakan,nidalee,gragas,renekton,orianna,aatrox,syndra,galio,gnar,jayce
115,11.1,Red,alistar,seraphine,olaf,taliyah,nidalee,pantheon,samira,kaisa,graves,rell,rell,orianna,syndra,maokai,renekton,jayce,nautilus,gnar,zoe,akali
116,11.1,Blue,seraphine,alistar,rell,olaf,pantheon,renekton,taliyah,nidalee,kaisa,orianna,orianna,viktor,galio,gragas,sett,jayce,camille,leona,gnar,shen
117,11.1,Red,rell,samira,gragas,akali,taliyah,nidalee,pantheon,olaf,kaisa,thresh,thresh,seraphine,lillia,camille,zoe,orianna,syndra,gnar,corki,kennen
118,11.1,Blue,akali,pantheon,olaf,taliyah,renekton,rumble,samira,camille,kaisa,graves,graves,lillia,gnar,alistar,gragas,yone,galio,mordekaiser,orianna,twistedfate
119,11.1,Blue,rell,zoe,aphelios,taliyah,akali,lucian,kaisa,samira,nidalee,syndra,syndra,leona,galio,yone,ornn,jayce,orianna,gnar,maokai,renekton
120,11.1,Red,taliyah,aphelios,yone,rell,akali,camille,samira,nidalee,kaisa,zoe,zoe,lucian,olaf,renekton,ornn,gangplank,galio,aatrox,lillia,gnar
121,11.1,Blue,lucian,camille,aphelios,taliyah,graves,akali,pantheon,kaisa,nidalee,alistar,alistar,sett,twistedfate,renekton,kassadin,gragas,orianna,galio,gnar,gangplank
122,11.1,Blue,akali,lucian,camille,nidalee,taliyah,pantheon,graves,olaf,kaisa,thresh,thresh,sett,azir,twistedfate,lulu,gnar,aatrox,gragas,zoe,orianna
123,11.1,Blue,lucian,renekton,nidalee,pantheon,lulu,akali,taliyah,alistar,leesin,twistedfate,twistedfate,kaisa,aphelios,orianna,samira,galio,cassiopeia,missfortune,maokai,mordekaiser
124,11.1,Blue,zoe,aphelios,akali,twistedfate,olaf,pantheon,taliyah,renekton,samira,alistar,alistar,nidalee,gnar,irelia,aatrox,yone,leona,orianna,quinn,galio
125,11.1,Red,taliyah,olaf,aphelios,zoe,renekton,pantheon,samira,lillia,kaisa,alistar,alistar,camille,akali,twistedfate,syndra,galio,leona,malphite,azir,viktor
126,11.1,Blue,twistedfate,akali,aphelios,taliyah,pantheon,syndra,zoe,samira,rell,kaisa,kaisa,azir,alistar,graves,maokai,jayce,lillia,gnar,nautilus,camille
127,11.1,Red,syndra,aphelios,pantheon,twistedfate,akali,taliyah,olaf,zoe,kaisa,azir,azir,graves,rell,gragas,camille,ornn,alistar,galio,gnar,gangplank
128,11.1,Red,twistedfate,akali,olaf,taliyah,pantheon,syndra,nidalee,aphelios,thresh,yone,yone,azir,rell,graves,ornn,jayce,renekton,alistar,volibear,lillia
129,11.1,Blue,samira,sett,gragas,renekton,pantheon,kaisa,taliyah,nidalee,aphelios,jhin,jhin,gnar,galio,thresh,twistedfate,yone,zoe,orianna,nautilus,rell
130,11.1,Red,sett,samira,gragas,taliyah,olaf,pantheon,nidalee,renekton,kaisa,thresh,thresh,lillia,gnar,nautilus,volibear,yone,galio,quinn,zoe,syndra
131,11.1,Blue,pantheon,aphelios,akali,alistar,renekton,samira,kaisa,graves,jhin,kindred,kindred,seraphine,yone,twistedfate,ornn,gnar,zoe,orianna,gragas,aatrox
132,11.1,Blue,akali,pantheon,alistar,taliyah,nidalee,rell,samira,zoe,graves,orianna,orianna,vayne,camille,aatrox,maokai,sylas,braum,seraphine,ornn,lulu
133,11.1,Blue,akali,samira,pantheon,nidalee,taliyah,kaisa,graves,gragas,jhin,zoe,zoe,olaf,thresh,ornn,renekton,kennen,camille,alistar,gnar,twistedfate
134,11.1,Blue,lucian,kaisa,akali,samira,taliyah,aphelios,olaf,zoe,jhin,alistar,alistar,graves,aatrox,camille,kalista,ornn,galio,ezreal,gnar,jayce
135,11.1,Blue,aatrox,lucian,kaisa,akali,aphelios,taliyah,samira,rell,olaf,zoe,zoe,jhin,camille,orianna,jayce,syndra,gnar,alistar,ornn,sylas
136,11.1,Blue,lucian,aatrox,akali,kaisa,taliyah,samira,nidalee,zoe,olaf,thresh,thresh,missfortune,twistedfate,camille,orianna,alistar,gnar,jayce,syndra,leona
137,11.1,Blue,lucian,pantheon,akali,aphelios,olaf,yone,taliyah,graves,kaisa,samira,samira,ornn,alistar,azir,syndra,orianna,rell,maokai,irelia,viktor
138,11.1,Blue,lucian,taliyah,akali,renekton,aphelios,pantheon,olaf,graves,zoe,sett,sett,jhin,twistedfate,maokai,gragas,gnar,camille,rell,orianna,alistar
139,11.1,Blue,lucian,pantheon,azir,taliyah,akali,nidalee,olaf,kaisa,graves,thresh,thresh,sett,syndra,renekton,twistedfate,orianna,zoe,galio,camille,gnar
140,11.1,Red,gragas,samira,nidalee,taliyah,lucian,akali,pantheon,kaisa,olaf,thresh,thresh,sett,twistedfate,zoe,kennen,jayce,syndra,viktor,gnar,renekton
141,11.1,Blue,samira,gragas,akali,pantheon,olaf,renekton,taliyah,alistar,nidalee,jhin,jhin,kaisa,galio,lucian,twistedfate,kennen,gnar,sett,yone,orianna
